process,Start,Finish,Priority,Arrival_Time,Wait_Time,Turnaround_Time
0.0,0.0,20.0,1.0,0.0,0.0,20.0
1.0,20.0,23.0,8.0,0.0,20.0,23.0
2.0,23.0,26.0,8.0,1.0,22.0,25.0
3.0,26.0,29.0,6.0,2.0,24.0,27.0
4.0,29.0,32.0,5.0,3.0,26.0,29.0
5.0,32.0,35.0,5.0,4.0,28.0,31.0
6.0,35.0,38.0,9.0,5.0,30.0,33.0
7.0,38.0,41.0,6.0,6.0,32.0,35.0
8.0,41.0,44.0,4.0,7.0,34.0,37.0
9.0,44.0,47.0,7.0,8.0,36.0,39.0
,,,,,25.2,29.9
